epoch,lr-SGD,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
,0.08717481689514384,2549,,,,,,
0,,2549,,13.541666984558105,,4.662891387939453,,
,0.0874580678684943,2599,,,,,,
0,,2599,,12.239583969116211,,4.5066704750061035,,
,0.08774674380462932,2649,,,,,,
0,,2649,,16.40625,,4.504482746124268,,
,0.08804084026136438,2699,,,,,,
0,,2699,,17.96875,,4.192718029022217,,
,0.08834035271310359,2749,,,,,,
0,,2749,,16.14583396911621,,4.331539630889893,,
,0.08864527655090904,2799,,,,,,
0,,2799,,14.84375,,4.506310939788818,,
,0.08895560708257155,2849,,,,,,
0,,2849,,18.229167938232422,,4.16605806350708,,
,0.08927133953268307,2899,,,,,,
0,,2899,,17.447917938232422,,4.309916019439697,,
,0.08959246904271012,2949,,,,,,
0,,2949,,16.92708396911621,,4.214627265930176,,
,0.08991899067106857,2999,,,,,,
0,,2999,,18.75,,4.163702487945557,,
,0.0902508993931993,3049,,,,,,
0,,3049,,19.010417938232422,,4.147947788238525,,
,0.09058819010164632,3099,,,,,,
0,,3099,,19.010417938232422,,4.0995707511901855,,
,0.09093085760613495,3149,,,,,,
0,,3149,,18.229167938232422,,3.986598253250122,,
,0.09127889663365096,3199,,,,,,
0,,3199,,15.104166984558105,,4.218399524688721,,
,0.09163230182852333,3249,,,,,,
0,,3249,,19.53125,,4.293591022491455,,
,0.09199106775250498,3299,,,,,,
0,,3299,,21.61458396911621,,4.079433917999268,,
0,,3336,7.655760288238525,,5.38343620300293,,,
,0.09235518888485761,3349,,,,,,
1,,3349,,22.65625,,3.890958070755005,,
,0.09272465962243603,3399,,,,,,
1,,3399,,25.0,,3.855848550796509,,
,0.09309947427977494,3449,,,,,,
1,,3449,,21.09375,,3.7329108715057373,,
,0.09347962708917557,3499,,,,,,
1,,3499,,19.791667938232422,,3.9021503925323486,,
,0.09386511220079552,3549,,,,,,
1,,3549,,25.260417938232422,,3.712578535079956,,
,0.09425592368273772,3599,,,,,,
1,,3599,,21.875,,3.889000654220581,,
,0.09465205552114242,3649,,,,,,
1,,3649,,22.39583396911621,,3.707622528076172,,
,0.09505350162027959,3699,,,,,,
1,,3699,,22.135417938232422,,3.795515775680542,,
,0.09546025580264239,3749,,,,,,
1,,3749,,23.17708396911621,,3.7773869037628174,,
,0.09587231180904277,3799,,,,,,
1,,3799,,23.697917938232422,,3.7441623210906982,,
,0.09628966329870714,3849,,,,,,
1,,3849,,23.4375,,3.734156370162964,,
,0.09671230384937468,3899,,,,,,
1,,3899,,23.17708396911621,,3.743638038635254,,
,0.09714022695739566,3949,,,,,,
1,,3949,,25.78125,,3.5331332683563232,,
,0.09757342603783126,3999,,,,,,
1,,3999,,26.30208396911621,,3.453961133956909,,
,0.09801189442455605,4049,,,,,,
1,,4049,,24.479167938232422,,3.5900251865386963,,
,0.09845562537035923,4099,,,,,,
1,,4099,,22.916667938232422,,3.670783758163452,,
,0.09890461204704903,4149,,,,,,
1,,4149,,28.125,,3.5861921310424805,,
,0.09935884754555802,4199,,,,,,
1,,4199,,28.125,,3.495166778564453,,
,0.09981832487604925,4249,,,,,,
1,,4249,,25.78125,,3.6641464233398438,,
,0.10028303696802332,4299,,,,,,
1,,4299,,26.041667938232422,,3.629997968673706,,
,0.10075297667042826,4349,,,,,,
1,,4349,,25.52083396911621,,3.4875800609588623,,
,0.10122813675176823,4399,,,,,,
1,,4399,,28.125,,3.474946975708008,,
,0.10170850990021596,4449,,,,,,
1,,4449,,25.78125,,3.7342188358306885,,
,0.10219408872372471,4499,,,,,,
1,,4499,,27.604167938232422,,3.37982177734375,,
,0.10268486575014202,4549,,,,,,
1,,4549,,23.95833396911621,,3.6199445724487305,,
,0.10318083342732498,4599,,,,,,
1,,4599,,28.125,,3.483541488647461,,
,0.10368198412325591,4649,,,,,,
1,,4649,,28.125,,3.3846092224121094,,
,0.10418831012616048,4699,,,,,,
1,,4699,,30.20833396911621,,3.3721725940704346,,
,0.10469980364462583,4749,,,,,,
1,,4749,,28.64583396911621,,3.4104528427124023,,
,0.10521645680772063,4799,,,,,,
1,,4799,,26.041667938232422,,3.5208816528320312,,
,0.10573826166511657,4849,,,,,,
1,,4849,,28.64583396911621,,3.3027231693267822,,
,0.1062652101872098,4899,,,,,,
1,,4899,,26.822917938232422,,3.4016339778900146,,
,0.10679729426524587,4949,,,,,,
1,,4949,,29.42708396911621,,3.4219045639038086,,
,0.10733450571144298,4999,,,,,,
1,,4999,,30.729167938232422,,3.130946397781372,,
,0.10787683625911892,5049,,,,,,
1,,5049,,29.6875,,3.363539457321167,,
,0.10842427756281825,5099,,,,,,
1,,5099,,30.20833396911621,,3.2562201023101807,,
,0.10897682119844021,5149,,,,,,
1,,5149,,29.42708396911621,,3.34629225730896,,
,0.10953445866336908,5199,,,,,,
1,,5199,,32.8125,,3.1512956619262695,,
,0.11009718137660407,5249,,,,,,
1,,5249,,27.34375,,3.354431390762329,,
,0.11066498067889241,5299,,,,,,
1,,5299,,34.114585876464844,,3.2024714946746826,,
,0.11123784783286184,5349,,,,,,
1,,5349,,30.729167938232422,,3.1457595825195312,,
,0.11181577402315535,5399,,,,,,
1,,5399,,31.25,,3.471681594848633,,
,0.11239875035656677,5449,,,,,,
1,,5449,,29.42708396911621,,3.4270222187042236,,
,0.11298676786217765,5499,,,,,,
1,,5499,,29.42708396911621,,3.254063367843628,,
,0.11357981749149548,5549,,,,,,
1,,5549,,30.98958396911621,,3.229865312576294,,
,0.11417789011859236,5599,,,,,,
1,,5599,,31.25,,3.403848648071289,,
,0.11478097654024633,5649,,,,,,
1,,5649,,34.895835876464844,,3.080857038497925,,
,0.11538906747608202,5699,,,,,,
1,,5699,,32.03125,,3.1770057678222656,,
,0.11600215356871435,5749,,,,,,
1,,5749,,30.729167938232422,,3.3026885986328125,,
,0.11662022538389161,5799,,,,,,
1,,5799,,29.42708396911621,,3.21566104888916,,
,0.11724327341064145,5849,,,,,,
1,,5849,,33.85416793823242,,3.0736310482025146,,
,0.11787128806141689,5899,,,,,,
1,,5899,,32.8125,,3.2623212337493896,,
,0.11850425967224376,5949,,,,,,
1,,5949,,29.947917938232422,,3.176171064376831,,
,0.11914217850286968,5999,,,,,,
1,,5999,,32.552085876464844,,3.1905717849731445,,
,0.11978503473691349,6049,,,,,,
1,,6049,,30.20833396911621,,3.1379783153533936,,
,0.12043281848201692,6099,,,,,,
1,,6099,,32.8125,,2.995166778564453,,
,0.12108551976999626,6149,,,,,,
1,,6149,,37.5,,2.93756365776062,,
,0.1217431285569962,6199,,,,,,
1,,6199,,38.28125,,3.055122137069702,,
,0.12240563472364407,6249,,,,,,
1,,6249,,34.895835876464844,,3.086653470993042,,
,0.12307302807520559,6299,,,,,,
1,,6299,,32.8125,,3.0998611450195312,,
,0.12374529834174175,6349,,,,,,
1,,6349,,30.20833396911621,,3.2239131927490234,,
,0.12442243517826734,6399,,,,,,
1,,6399,,28.64583396911621,,3.087656021118164,,
,0.1251044281649092,6449,,,,,,
1,,6449,,32.552085876464844,,3.1159439086914062,,
,0.12579126680706731,6499,,,,,,
1,,6499,,30.46875,,3.0763320922851562,,
,0.12648294053557618,6549,,,,,,
1,,6549,,37.239585876464844,,2.9737460613250732,,
,0.1271794387068671,6599,,,,,,
1,,6599,,26.5625,,3.289047956466675,,
,0.1278807506031323,6649,,,,,,
1,,6649,,34.375,,3.03784441947937,,
1,,6673,28.33106803894043,,3.4062390327453613,,,
,0.12858686543248976,6699,,,,,,
2,,6699,,37.239585876464844,,2.8759372234344482,,
,0.1292977723291494,6749,,,,,,
2,,6749,,36.19791793823242,,3.0543196201324463,,
,0.13001346035357997,6799,,,,,,
2,,6799,,34.114585876464844,,2.991101026535034,,
,0.13073391849267768,6849,,,,,,
2,,6849,,33.85416793823242,,3.1980907917022705,,
,0.1314591356599354,6899,,,,,,
2,,6899,,32.8125,,2.9754772186279297,,
,0.13218910069561374,6949,,,,,,
2,,6949,,35.41666793823242,,2.8906030654907227,,
,0.13292380236691226,6999,,,,,,
2,,6999,,36.458335876464844,,3.036268472671509,,
,0.13366322936814257,7049,,,,,,
2,,7049,,31.77083396911621,,3.054579496383667,,
,0.13440737032090233,7099,,,,,,
2,,7099,,32.552085876464844,,2.8372910022735596,,
,0.13515621377425024,7149,,,,,,
2,,7149,,40.625,,2.900705099105835,,
,0.13590974820488222,7199,,,,,,
2,,7199,,33.59375,,2.928370714187622,,
,0.1366679620173088,7249,,,,,,
2,,7249,,35.9375,,2.8714563846588135,,
,0.1374308435440338,7299,,,,,,
2,,7299,,35.9375,,2.9130055904388428,,
,0.13819838104573312,7349,,,,,,
2,,7349,,34.375,,3.0316264629364014,,
,0.13897056271143648,7399,,,,,,
2,,7399,,35.41666793823242,,2.912241220474243,,
,0.13974737665870818,7449,,,,,,
2,,7449,,38.28125,,2.944535970687866,,
,0.14052881093383052,7499,,,,,,
2,,7499,,36.458335876464844,,2.982990026473999,,
,0.14131485351198736,7549,,,,,,
2,,7549,,41.927085876464844,,2.8659543991088867,,
,0.14210549229744973,7599,,,,,,
2,,7599,,39.32291793823242,,2.727815628051758,,
,0.14290071512376123,7649,,,,,,
2,,7649,,36.19791793823242,,2.860776901245117,,
,0.143700509753926,7699,,,,,,
2,,7699,,37.76041793823242,,2.882280111312866,,
,0.14450486388059613,7749,,,,,,
2,,7749,,36.19791793823242,,2.9056665897369385,,
,0.14531376512626215,7799,,,,,,
2,,7799,,35.677085876464844,,3.079925775527954,,
,0.14612720104344246,7849,,,,,,
2,,7849,,40.625,,2.7990915775299072,,
,0.1469451591148756,7899,,,,,,
2,,7899,,38.54166793823242,,2.755390167236328,,
,0.14776762675371236,7949,,,,,,
2,,7949,,34.114585876464844,,2.863478422164917,,
,0.1485945913037099,7999,,,,,,
2,,7999,,37.76041793823242,,2.864884376525879,,
,0.14942604003942628,8049,,,,,,
2,,8049,,39.32291793823242,,2.7132880687713623,,
,0.15026196016641624,8099,,,,,,
2,,8099,,32.03125,,3.0630714893341064,,
,0.15110233882142798,8149,,,,,,
2,,8149,,37.239585876464844,,2.947538375854492,,
,0.1519471630726017,8199,,,,,,
2,,8199,,36.19791793823242,,2.8141345977783203,,
,0.15279641991966764,8249,,,,,,
2,,8249,,35.9375,,2.759305000305176,,
,0.15365009629414728,8299,,,,,,
2,,8299,,37.239585876464844,,2.883079767227173,,
,0.15450817905955316,8349,,,,,,
2,,8349,,37.239585876464844,,2.8495543003082275,,
,0.1553706550115922,8399,,,,,,
2,,8399,,33.85416793823242,,2.8160927295684814,,
,0.156237510878368,8449,,,,,,
2,,8449,,40.625,,2.6755313873291016,,
,0.15710873332058573,8499,,,,,,
2,,8499,,35.41666793823242,,2.944272756576538,,
,0.15798430893175686,8549,,,,,,
2,,8549,,37.5,,2.849029779434204,,
,0.15886422423840596,8599,,,,,,
2,,8599,,40.10416793823242,,2.699113607406616,,
,0.15974846570027768,8649,,,,,,
2,,8649,,33.85416793823242,,2.9404256343841553,,
,0.160637019710545,8699,,,,,,
2,,8699,,41.145835876464844,,2.6995527744293213,,
,0.16152987259601914,8749,,,,,,
2,,8749,,40.364585876464844,,2.75058650970459,,
,0.16242701061735942,8799,,,,,,
2,,8799,,37.76041793823242,,2.7440147399902344,,
,0.16332841996928527,8849,,,,,,
2,,8849,,40.10416793823242,,2.6349902153015137,,
,0.16423408678078777,8899,,,,,,
2,,8899,,34.63541793823242,,2.7246506214141846,,
,0.1651439971153439,8949,,,,,,
2,,8949,,39.0625,,2.7874667644500732,,
,0.16605813697113092,8999,,,,,,
2,,8999,,37.76041793823242,,2.7677180767059326,,
,0.16697649228124134,9049,,,,,,
2,,9049,,39.84375,,2.655714273452759,,
,0.16789904891389995,9099,,,,,,
2,,9099,,34.114585876464844,,2.939683675765991,,
,0.16882579267268094,9149,,,,,,
2,,9149,,43.489585876464844,,2.6298019886016846,,
,0.16975670929672615,9199,,,,,,
2,,9199,,39.583335876464844,,2.570347547531128,,
,0.17069178446096533,9249,,,,,,
2,,9249,,35.41666793823242,,2.989335298538208,,
,0.17163100377633556,9299,,,,,,
2,,9299,,39.0625,,2.7477188110351562,,
,0.17257435279000355,9349,,,,,,
2,,9349,,34.114585876464844,,2.8238773345947266,,
,0.17352181698558733,9399,,,,,,
2,,9399,,38.020835876464844,,2.8212692737579346,,
,0.17447338178338023,9449,,,,,,
2,,9449,,38.54166793823242,,2.732988119125366,,
,0.17542903254057485,9499,,,,,,
2,,9499,,36.71875,,2.76871657371521,,
,0.1763887545514884,9549,,,,,,
2,,9549,,42.1875,,2.7048046588897705,,
,0.1773525330477893,9599,,,,,,
2,,9599,,38.020835876464844,,2.76666259765625,,
,0.17832035319872397,9649,,,,,,
2,,9649,,39.84375,,2.729527235031128,,
,0.1792922001113455,9699,,,,,,
2,,9699,,43.489585876464844,,2.5766537189483643,,
,0.1802680588307426,9749,,,,,,
2,,9749,,43.489585876464844,,2.540571451187134,,
,0.18124791434026966,9799,,,,,,
2,,9799,,40.625,,2.8223068714141846,,
,0.18223175156177807,9849,,,,,,
2,,9849,,36.19791793823242,,2.941276788711548,,
,0.18321955535584789,9899,,,,,,
2,,9899,,39.84375,,2.7761147022247314,,
,0.1842113105220211,9949,,,,,,
2,,9949,,38.28125,,2.8135435581207275,,
,0.18520700179903582,9999,,,,,,
2,,9999,,39.583335876464844,,2.812337636947632,,
2,,10010,37.01620101928711,,2.8614766597747803,,,
,0.1862066138650601,10049,,,,,,
3,,10049,,40.10416793823242,,2.72033953666687,,
,0.18721013133792885,10099,,,,,,
3,,10099,,42.1875,,2.613156318664551,,
,0.18821753877537994,10149,,,,,,
3,,10149,,38.54166793823242,,2.8070499897003174,,
,0.1892288206752918,10199,,,,,,
3,,10199,,39.583335876464844,,2.7314937114715576,,
,0.19024396147592204,10249,,,,,,
3,,10249,,39.0625,,2.7196481227874756,,
,0.19126294555614742,10299,,,,,,
3,,10299,,42.708335876464844,,2.5402326583862305,,
,0.1922857572357035,10349,,,,,,
3,,10349,,38.28125,,2.7943127155303955,,
,0.19331238077542623,10399,,,,,,
3,,10399,,39.583335876464844,,2.7504913806915283,,
,0.19434280037749396,10449,,,,,,
3,,10449,,36.71875,,2.8392105102539062,,
,0.19537700018567117,10499,,,,,,
3,,10499,,42.44791793823242,,2.6386125087738037,,
,0.1964149642855516,10549,,,,,,
3,,10549,,41.145835876464844,,2.75284481048584,,
,0.19745667670480382,10599,,,,,,
3,,10599,,38.54166793823242,,2.887927293777466,,
,0.19850212141341683,10649,,,,,,
3,,10649,,41.145835876464844,,2.597277879714966,,
,0.19955128232394614,10699,,,,,,
3,,10699,,41.40625,,2.6112120151519775,,
,0.20060414329176257,10749,,,,,,
3,,10749,,40.10416793823242,,2.7766618728637695,,
,0.20166068811529936,10799,,,,,,
3,,10799,,40.625,,2.6166348457336426,,
,0.20272090053630232,10849,,,,,,
3,,10849,,35.677085876464844,,2.871563196182251,,
,0.20378476424007985,10899,,,,,,
3,,10899,,38.020835876464844,,2.7200748920440674,,
,0.20485226285575375,10949,,,,,,
3,,10949,,40.10416793823242,,2.7715728282928467,,
,0.20592337995651155,10999,,,,,,
3,,10999,,37.5,,2.705897569656372,,
,0.20699809905985866,11049,,,,,,
3,,11049,,39.84375,,2.6291162967681885,,
,0.20807640362787294,11099,,,,,,
3,,11099,,41.40625,,2.588346481323242,,
,0.20915827706745782,11149,,,,,,
3,,11149,,41.145835876464844,,2.6260316371917725,,
,0.21024370273059945,11199,,,,,,
3,,11199,,42.708335876464844,,2.5714218616485596,,
,0.21133266391462113,11249,,,,,,
3,,11249,,44.270835876464844,,2.5546982288360596,,
,0.21242514386244127,11299,,,,,,
3,,11299,,42.708335876464844,,2.535705804824829,,
,0.21352112576283144,11349,,,,,,
3,,11349,,42.708335876464844,,2.5779685974121094,,
,0.21462059275067402,11399,,,,,,
3,,11399,,40.88541793823242,,2.609407901763916,,
,0.21572352790722304,11449,,,,,,
3,,11449,,41.66666793823242,,2.626603364944458,,
,0.21682991426036335,11499,,,,,,
3,,11499,,38.28125,,2.713027238845825,,
,0.21793973478487272,11549,,,,,,
3,,11549,,42.96875,,2.6914634704589844,,
,0.2190529724026835,11599,,,,,,
3,,11599,,42.1875,,2.5781078338623047,,
,0.2201696099831446,11649,,,,,,
3,,11649,,40.88541793823242,,2.573845624923706,,
,0.22128963034328697,11699,,,,,,
3,,11699,,40.625,,2.6383702754974365,,
,0.22241301624808574,11749,,,,,,
3,,11749,,44.79166793823242,,2.4158389568328857,,
,0.2235397504107277,11799,,,,,,
3,,11799,,39.84375,,2.656897783279419,,
,0.22466981549287512,11849,,,,,,
3,,11849,,40.364585876464844,,2.5965168476104736,,
,0.22580319410493455,11899,,,,,,
3,,11899,,43.22916793823242,,2.4987990856170654,,
,0.22693986880632278,11949,,,,,,
3,,11949,,39.583335876464844,,2.6585683822631836,,
,0.22807982210573663,11999,,,,,,
3,,11999,,39.84375,,2.6424622535705566,,
,0.22922303646142062,12049,,,,,,
3,,12049,,39.32291793823242,,2.78930926322937,,
,0.23036949428143827,12099,,,,,,
3,,12099,,42.708335876464844,,2.6575276851654053,,
,0.23151917792394217,12149,,,,,,
3,,12149,,42.708335876464844,,2.589275360107422,,
,0.23267206969744536,12199,,,,,,
3,,12199,,41.40625,,2.4923932552337646,,
,0.23382815186109374,12249,,,,,,
3,,12249,,40.625,,2.7042324542999268,,
,0.2349874066249391,12299,,,,,,
3,,12299,,34.895835876464844,,2.8664252758026123,,
,0.2361498161502128,12349,,,,,,
3,,12349,,43.22916793823242,,2.616957902908325,,
,0.2373153625496005,12399,,,,,,
3,,12399,,35.41666793823242,,2.8001670837402344,,
,0.238484027887517,12449,,,,,,
3,,12449,,45.3125,,2.613720178604126,,
,0.2396557941803824,12499,,,,,,
3,,12499,,44.79166793823242,,2.5092780590057373,,
,0.24083064339689897,12549,,,,,,
3,,12549,,43.75,,2.5755677223205566,,
,0.24200855745832883,12599,,,,,,
3,,12599,,42.708335876464844,,2.5166027545928955,,
,0.24318951823877133,12649,,,,,,
3,,12649,,41.66666793823242,,2.575979471206665,,
,0.24437350756544296,12699,,,,,,
3,,12699,,41.145835876464844,,2.8011913299560547,,
,0.24556050721895595,12749,,,,,,
3,,12749,,39.0625,,2.7478458881378174,,
,0.24675049893360013,12799,,,,,,
3,,12799,,40.10416793823242,,2.732579469680786,,
,0.24794346439762205,12849,,,,,,
3,,12849,,41.927085876464844,,2.47865891456604,,
,0.24913938525350854,12899,,,,,,
3,,12899,,44.79166793823242,,2.553972005844116,,
,0.25033824309826835,12949,,,,,,
3,,12949,,39.32291793823242,,2.652122735977173,,
,0.25154001948371507,12999,,,,,,
3,,12999,,44.79166793823242,,2.4992871284484863,,
,0.25274469591675186,13049,,,,,,
3,,13049,,37.76041793823242,,2.7208423614501953,,
,0.25395225385965503,13099,,,,,,
3,,13099,,36.97916793823242,,2.7463324069976807,,
,0.2551626747303605,13149,,,,,,
3,,13149,,42.1875,,2.4833266735076904,,
,0.25637593990274854,13199,,,,,,
3,,13199,,40.625,,2.767200469970703,,
,0.25759203070693115,13249,,,,,,
3,,13249,,38.802085876464844,,2.713245391845703,,
,0.258810928429539,13299,,,,,,
3,,13299,,36.71875,,2.7883241176605225,,
3,,13347,40.102455139160156,,2.6808276176452637,,,
,0.2600326143140096,13349,,,,,,
4,,13349,,40.10416793823242,,2.6158831119537354,,
,0.261257069560876,13399,,,,,,
4,,13399,,40.88541793823242,,2.595179557800293,,
,0.2624842753280555,13449,,,,,,
4,,13449,,42.708335876464844,,2.6472585201263428,,
,0.2637142127311406,13499,,,,,,
4,,13499,,44.01041793823242,,2.4668679237365723,,
,0.2649468628436884,13549,,,,,,
4,,13549,,39.84375,,2.7456281185150146,,
,0.2661822066975129,13599,,,,,,
4,,13599,,37.239585876464844,,2.8095171451568604,,
,0.2674202252829764,13649,,,,,,
4,,13649,,40.88541793823242,,2.526883125305176,,
,0.26866089954928196,13699,,,,,,
4,,13699,,38.28125,,2.775545835494995,,
,0.26990421040476664,13749,,,,,,
4,,13749,,39.583335876464844,,2.7021725177764893,,
,0.2711501387171954,13799,,,,,,
4,,13799,,39.0625,,2.5001864433288574,,
,0.2723986653140552,13849,,,,,,
4,,13849,,44.270835876464844,,2.5575168132781982,,
,0.2736497709828508,13899,,,,,,
4,,13899,,41.40625,,2.4887027740478516,,
,0.27490343647139914,13949,,,,,,
4,,13949,,42.708335876464844,,2.48209285736084,,
,0.27615964248812674,13999,,,,,,
4,,13999,,41.927085876464844,,2.5101070404052734,,
,0.2774183697023662,14049,,,,,,
4,,14049,,42.96875,,2.5829126834869385,,
,0.2786795987446533,14099,,,,,,
4,,14099,,42.708335876464844,,2.5757272243499756,,
,0.27994331020702556,14149,,,,,,
4,,14149,,43.489585876464844,,2.622319459915161,,
,0.2812094846433204,14199,,,,,,
4,,14199,,36.71875,,2.733128309249878,,
,0.28247810256947514,14249,,,,,,
4,,14249,,36.458335876464844,,2.8285229206085205,,
,0.28374914446382604,14299,,,,,,
4,,14299,,41.145835876464844,,2.646623134613037,,
,0.2850225907674089,14349,,,,,,
4,,14349,,36.71875,,2.725785970687866,,
,0.28629842188426036,14399,,,,,,
4,,14399,,41.40625,,2.525899648666382,,
,0.2875766181817193,14449,,,,,,
4,,14449,,40.10416793823242,,2.676534652709961,,
,0.2888571599907288,14499,,,,,,
4,,14499,,42.1875,,2.7217252254486084,,
,0.29014002760613855,14549,,,,,,
4,,14549,,38.54166793823242,,2.7930774688720703,,
,0.291425201287009,14599,,,,,,
4,,14599,,41.145835876464844,,2.68733286857605,,
,0.2927126612569142,14649,,,,,,
4,,14649,,43.489585876464844,,2.5524628162384033,,
,0.29400238770424636,14699,,,,,,
4,,14699,,42.708335876464844,,2.6288585662841797,,
,0.29529436078252125,14749,,,,,,
4,,14749,,40.88541793823242,,2.5453755855560303,,
,0.29658856061068284,14799,,,,,,
4,,14799,,41.145835876464844,,2.731196165084839,,
,0.29788496727340974,14849,,,,,,
4,,14849,,43.75,,2.5423789024353027,,
,0.2991835608214215,14899,,,,,,
4,,14899,,38.28125,,2.7448313236236572,,
,0.30048432127178526,14949,,,,,,
4,,14949,,39.32291793823242,,2.725074052810669,,
,0.301787228608224,14999,,,,,,
4,,14999,,41.145835876464844,,2.5368032455444336,,
,0.30309226278142404,15049,,,,,,
4,,15049,,38.802085876464844,,2.699446678161621,,
,0.3043994037093434,15099,,,,,,
4,,15099,,40.625,,2.7676122188568115,,
,0.3057086312775213,15149,,,,,,
4,,15149,,41.66666793823242,,2.573770523071289,,
,0.3070199253393874,15199,,,,,,
4,,15199,,44.270835876464844,,2.602274179458618,,
,0.30833326571657194,15249,,,,,,
4,,15249,,39.0625,,2.583324432373047,,
,0.30964863219921607,15299,,,,,,
4,,15299,,43.489585876464844,,2.5633440017700195,,
,0.3109660045462829,15349,,,,,,
4,,15349,,41.927085876464844,,2.6137492656707764,,
,0.3122853624858693,15399,,,,,,
4,,15399,,38.28125,,2.7647335529327393,,
,0.31360668571551736,15449,,,,,,
4,,15449,,43.22916793823242,,2.668478012084961,,
,0.31492995390252704,15499,,,,,,
4,,15499,,42.44791793823242,,2.5377516746520996,,
,0.3162551466842691,15549,,,,,,
4,,15549,,42.44791793823242,,2.5510406494140625,,
,0.31758224366849824,15599,,,,,,
